,name,m,lambda_r,epsilon,sigma
320,"1,1,1,3-tetraiodopropane",2,17.0794971008,687.16652057,5.12961882751e-10
321,"1,1,1,3-tetraiodopropane",3,11.8761747925,466.367535986,4.37070751394e-10
322,"1,1,1,3-tetraiodopropane",4,10.0253843427,361.220267402,3.89337371298e-10
323,"1,1,1,3-tetraiodopropane",5,8.93795341184,295.489575681,3.54856778209e-10
324,"1,1,1,3-tetraiodopropane",6,8.2175778699,250.363779552,3.28237783065e-10
325,"1,1,1-tribromo-2-methylpropane",1,269.679714596,1107.57581557,7.14407185524e-10
326,"1,1,1-tribromo-2-methylpropane",2,39.0001846618,685.473981957,5.30951690087e-10
327,"1,1,1-tribromo-2-methylpropane",3,19.3075598199,473.415131485,4.45895130358e-10
328,"1,1,1-tribromo-2-methylpropane",4,14.3430012683,359.872599629,3.962882465e-10
329,"1,1,1-tribromo-2-methylpropane",5,12.1626683167,295.552559027,3.61820179423e-10
330,"1,1,1-tribromo-2-methylpropane",6,10.7414058994,250.338406771,3.35061888909e-10
331,"1,1,1-tribromobutane",1,622.34698209,1133.55297313,7.25667172716e-10
332,"1,1,1-tribromobutane",2,44.7850159805,701.422388966,5.38306376987e-10
333,"1,1,1-tribromobutane",3,21.3799334123,490.877092751,4.51579600727e-10
334,"1,1,1-tribromobutane",4,15.3477553147,372.387654061,4.00753683626e-10
335,"1,1,1-tribromobutane",5,12.8838044176,305.786905188,3.65956563623e-10
336,"1,1,1-tribromobutane",6,11.2879735894,258.917456396,3.38947376721e-10
337,"1,1,1-tribromoethane",1,137.56914772,1005.81989199,6.5105685412e-10
338,"1,1,1-tribromoethane",2,30.7909832532,612.305636708,4.84224652422e-10
339,"1,1,1-tribromoethane",3,16.5251007506,414.940369773,4.08151091325e-10
340,"1,1,1-tribromoethane",4,12.8973688849,317.882903273,3.63185651431e-10
341,"1,1,1-tribromoethane",5,11.0928520131,260.716438718,3.31467472414e-10
342,"1,1,1-tribromoethane",6,9.91831498865,220.883877652,3.06845056316e-10
343,"1,1,1-tribromopropane",1,226.648869486,1064.34725314,6.90312362886e-10
344,"1,1,1-tribromopropane",2,37.2305903942,657.527536626,5.13220353518e-10
345,"1,1,1-tribromopropane",3,18.6892795025,452.176165846,4.31226201283e-10
346,"1,1,1-tribromopropane",4,14.0350923389,344.191520272,3.83404002203e-10
347,"1,1,1-tribromopropane",5,11.9363125281,282.611945759,3.50031075382e-10
348,"1,1,1-tribromopropane",6,10.5684690122,239.395939943,3.24123835977e-10
349,"1,1,1-trichloro-2,2,2-trifluoroethane",1,57.0827253121,620.229194693,5.77034175224e-10
350,"1,1,1-trichloro-2,2,2-trifluoroethane",2,17.0163119001,336.810010274,4.28919122946e-10
351,"1,1,1-trichloro-2,2,2-trifluoroethane",3,11.8506471063,228.643414319,3.65474918945e-10
352,"1,1,1-trichloro-2,2,2-trifluoroethane",4,10.0079202986,177.094114297,3.25560013753e-10
353,"1,1,1-trichloro-2,2,2-trifluoroethane",5,8.92467995089,144.867118681,2.9672386328e-10
354,"1,1,1-trichloro-2,2,2-trifluoroethane",6,8.20693283143,122.744246565,2.74465007284e-10
355,"1,1,1-trichloro-2,2-difluoroethane",1,63.3097454111,693.56774387,5.84417569986e-10
356,"1,1,1-trichloro-2,2-difluoroethane",2,18.4345485603,385.260802441,4.34083512927e-10
357,"1,1,1-trichloro-2,2-difluoroethane",3,12.404697304,260.217731413,3.69527558039e-10
358,"1,1,1-trichloro-2,2-difluoroethane",4,10.3830232828,201.492406436,3.29171684932e-10
359,"1,1,1-trichloro-2,2-difluoroethane",5,9.20920867244,164.865683671,3.0009335105e-10
360,"1,1,1-trichloro-2,2-difluoroethane",6,8.43467977317,139.678929839,2.77599068093e-10
361,"1,1,1-trichloro-2-fluoroethane",1,52.6729255145,715.025172903,5.51026776597e-10
362,"1,1,1-trichloro-2-fluoroethane",2,16.0029442499,381.158698306,4.09967923475e-10
363,"1,1,1-trichloro-2-fluoroethane",3,11.4288159538,259.826311017,3.49512575975e-10
364,"1,1,1-trichloro-2-fluoroethane",4,9.71687115955,201.231181776,3.11322135469e-10
365,"1,1,1-trichloro-2-fluoroethane",5,8.70307428117,164.587943524,2.83682442749e-10
366,"1,1,1-trichloro-2-fluoroethane",6,8.028916089,139.467401748,2.62395511771e-10
367,"1,1,1-trichloro-2-methylpropane",1,58.196800318,813.809428168,6.13691706425e-10
368,"1,1,1-trichloro-2-methylpropane",2,17.2715624428,443.860212361,4.56083684797e-10
369,"1,1,1-trichloro-2-methylpropane",3,11.95325381,301.016894333,3.88564090047e-10
370,"1,1,1-trichloro-2-methylpropane",4,10.0780108068,233.145634864,3.46129932382e-10
371,"1,1,1-trichloro-2-methylpropane",5,8.9779360118,190.726415016,3.15487976529e-10
372,"1,1,1-trichloro-2-methylpropane",6,8.24963101221,161.597471197,2.91824239958e-10
373,"1,1,1-trichlorobutane",1,67.3427875416,810.742866042,6.2495028121e-10
374,"1,1,1-trichlorobutane",2,19.3370854204,456.018650915,4.64110374233e-10
375,"1,1,1-trichlorobutane",3,12.7393910404,307.22879397,3.94795950251e-10
376,"1,1,1-trichlorobutane",4,10.6055334893,237.80700747,3.5166911943e-10
377,"1,1,1-trichlorobutane",5,9.3774511361,194.61191034,3.20647490932e-10
378,"1,1,1-trichlorobutane",6,8.56891032568,164.877475942,2.96627165741e-10
379,"1,1,1-trichloroethane",1,45.5508188657,670.284060507,5.48004088519e-10
380,"1,1,1-trichloroethane",2,14.3683463221,345.272827488,4.08572344452e-10
381,"1,1,1-trichloroethane",3,10.6914221706,236.983595618,3.4864482828e-10
382,"1,1,1-trichloroethane",4,9.19736197658,183.393242556,3.10472224042e-10
383,"1,1,1-trichloroethane",5,8.30557931532,149.978548247,2.82773290394e-10
384,"1,1,1-trichloroethane",6,7.70823307741,127.129373532,2.61562896935e-10
385,"1,1,1-trichloroheptane",1,181.59739058,997.105311822,7.10188537e-10
386,"1,1,1-trichloroheptane",2,34.6264444283,613.32203845,5.28166477304e-10
387,"1,1,1-trichloroheptane",3,17.7977782509,419.159470565,4.44234640996e-10
388,"1,1,1-trichloroheptane",4,13.5791407224,319.824809316,3.95152215414e-10
389,"1,1,1-trichloroheptane",5,11.5991303854,262.493858545,3.6071368347e-10
390,"1,1,1-trichloroheptane",6,10.3096460015,222.373621341,3.3398005863e-10
391,"1,1,1-trichlorohexane",1,118.110424972,932.410510884,6.84056075425e-10
392,"1,1,1-trichlorohexane",2,28.4350362769,562.503340791,5.08673263729e-10
393,"1,1,1-trichlorohexane",3,15.7621531797,379.508753605,4.29445074775e-10
394,"1,1,1-trichlorohexane",4,12.4685566136,291.478703331,3.82198196335e-10
395,"1,1,1-trichlorohexane",5,10.7736684172,238.954373205,3.48771492116e-10
396,"1,1,1-trichlorohexane",6,9.66994715055,202.449616399,3.22822682666e-10
397,"1,1,1-trichlorononane",1,61970.0726762,1153.59254089,7.60246810223e-10
398,"1,1,1-trichlorononane",2,49.7843087969,706.000543938,5.62063468768e-10
399,"1,1,1-trichlorononane",3,23.1898578074,498.840018334,4.71244525344e-10
400,"1,1,1-trichlorononane",4,16.2221372652,379.026289816,4.17708218283e-10
401,"1,1,1-trichlorononane",5,13.4765749719,310.736141165,3.81440124869e-10
402,"1,1,1-trichlorononane",6,11.7322641526,263.005291124,3.5331879228e-10
403,"1,1,1-trichlorooctane",1,363.41478453,1066.11487887,7.35154188601e-10
404,"1,1,1-trichlorooctane",2,41.5331841867,660.52374956,5.46003887576e-10
405,"1,1,1-trichlorooctane",3,20.2073880074,458.928974734,4.58277594654e-10
406,"1,1,1-trichlorooctane",4,14.7825255064,348.375299765,4.07036328774e-10
407,"1,1,1-trichlorooctane",5,12.4823403745,286.15052309,3.71666213079e-10
408,"1,1,1-trichlorooctane",6,10.9845174564,242.342042261,3.44207259642e-10
409,"1,1,1-trichloropentane",1,86.9166363963,869.377717716,6.56468872564e-10
410,"1,1,1-trichloropentane",2,23.3932618095,509.456367882,4.87744411003e-10
411,"1,1,1-trichloropentane",3,14.1331322206,341.800791568,4.13391666459e-10
412,"1,1,1-trichloropentane",4,11.4976551269,263.824104558,3.68106079432e-10
413,"1,1,1-trichloropentane",5,10.048441709,216.073968248,3.35787222434e-10
414,"1,1,1-trichloropentane",6,9.10096218009,183.06077521,3.10710660558e-10
415,"1,1,1-trichloropropane",1,54.1726371511,744.732939394,5.90892598567e-10
416,"1,1,1-trichloropropane",2,16.3478907862,399.597772938,4.39474644395e-10
417,"1,1,1-trichloropropane",3,11.5751398347,272.00221908,3.7460223014e-10
418,"1,1,1-trichloropropane",4,9.81835136542,210.673167251,3.33679330485e-10
419,"1,1,1-trichloropropane",5,8.78042730119,172.318430016,3.04079767153e-10
420,"1,1,1-trichloropropane",6,8.09111686529,146.01213039,2.81263851222e-10
421,"1,1,1-trifluoro-2-methylpropane",1,57.6358464585,556.836779072,5.70484509665e-10
422,"1,1,1-trifluoro-2-methylpropane",2,17.1430985974,303.044639882,4.24010894614e-10
423,"1,1,1-trifluoro-2-methylpropane",3,11.9017848101,205.620115153,3.61266613925e-10
424,"1,1,1-trifluoro-2-methylpropane",4,10.042887356,159.260234726,3.21812543787e-10
425,"1,1,1-trifluoro-2-methylpropane",5,8.95125384957,130.28122597,2.93315864337e-10
426,"1,1,1-trifluoro-2-methylpropane",6,8.22824254095,110.384791494,2.713138798e-10
427,"1,1,1-trifluorobutane",1,101.068485608,593.830768511,5.76883496493e-10
428,"1,1,1-trifluorobutane",2,25.8978075596,353.761627323,4.28819174605e-10
429,"1,1,1-trifluorobutane",3,14.9465439388,237.790542184,3.62707723869e-10
430,"1,1,1-trifluorobutane",4,11.9920821633,183.113240569,3.2288369278e-10
431,"1,1,1-trifluorobutane",5,10.4182792342,150.043777767,2.94594533266e-10
432,"1,1,1-trifluorobutane",6,9.39192363205,127.121220998,2.72636302547e-10
433,"1,1,1-trifluoroethane",1,55.4685484712,441.888889657,4.837611699e-10
434,"1,1,1-trifluoroethane",2,16.6457747773,238.398909904,3.59697039236e-10
435,"1,1,1-trifluoroethane",3,11.6991829269,162.077088151,3.06553567091e-10
436,"1,1,1-trifluoroethane",4,9.90394722284,125.536006733,2.73069412894e-10
437,"1,1,1-trifluoroethane",5,8.84560076502,102.685553769,2.48863025545e-10
438,"1,1,1-trifluoroethane",6,8.14347167848,87.0069306001,2.30191825261e-10
439,"1,1,1-trifluoroheptane",1,192.909720335,781.884754153,6.6771406242e-10
440,"1,1,1-trifluoroheptane",2,35.3766585993,481.642208065,4.96543692572e-10
441,"1,1,1-trifluoroheptane",3,18.0522676789,329.74958927,4.17500040753e-10
442,"1,1,1-trifluoroheptane",4,13.7109311075,251.420099252,3.71329112463e-10
443,"1,1,1-trifluoroheptane",5,11.6967589683,206.377906261,3.38978898376e-10
444,"1,1,1-trifluoroheptane",6,10.3847353358,174.830749551,3.13866249919e-10
445,"1,1,1-trifluorohexane",1,140.10981784,718.796403612,6.39809258035e-10
446,"1,1,1-trifluorohexane",2,31.0627527082,437.97202402,4.7586423553e-10
447,"1,1,1-trifluorohexane",3,16.6138622827,296.964777688,4.01034246038e-10
448,"1,1,1-trifluorohexane",4,12.946236683,227.435758772,3.56846482228e-10
449,"1,1,1-trifluorohexane",5,11.1291921089,186.544369366,3.25686804363e-10
450,"1,1,1-trifluorohexane",6,9.94651184261,158.043419333,3.01498008043e-10
451,"1,1,1-trifluorononane",1,1029.86301716,917.711174104,7.20677227219e-10
452,"1,1,1-trifluorononane",2,46.7094466653,566.533229605,5.34094890254e-10
453,"1,1,1-trifluorononane",3,22.0777743531,398.036152721,4.47938228893e-10
454,"1,1,1-trifluorononane",4,15.6838637343,302.038192114,3.97332827688e-10
455,"1,1,1-trifluorononane",5,13.1157997682,247.903447201,3.62839132799e-10
456,"1,1,1-trifluorononane",6,11.4623911001,209.876189359,3.36073043963e-10
457,"1,1,1-trifluorooctane",1,295.079575375,843.303114099,6.93552222451e-10
458,"1,1,1-trifluorooctane",2,39.8283771176,522.201769339,5.15351187825e-10
459,"1,1,1-trifluorooctane",3,19.6000304287,361.369884282,4.3270566014e-10
460,"1,1,1-trifluorooctane",4,14.486786638,274.553926613,3.84488853076e-10
461,"1,1,1-trifluorooctane",5,12.2677824532,225.499382814,3.5105802075e-10
462,"1,1,1-trifluorooctane",6,10.8214902697,190.994260317,3.25104637366e-10
463,"1,1,1-trifluoropentane",1,112.728385521,655.792802036,6.08834640313e-10
464,"1,1,1-trifluoropentane",2,27.6864055694,394.292976163,4.52695596404e-10
465,"1,1,1-trifluoropentane",3,15.521380835,265.693737545,3.82391147107e-10
466,"1,1,1-trifluoropentane",4,12.3298777784,204.22580438,3.40343561926e-10
467,"1,1,1-trifluoropentane",5,10.6703191742,167.400626846,3.10562703415e-10
468,"1,1,1-trifluoropentane",6,9.58925650606,141.82713069,2.87444452722e-10
469,"1,1,1-trifluoropropane",1,67.6968828409,517.812679972,5.32882869963e-10
470,"1,1,1-trifluoropropane",2,19.4155166657,291.551655511,3.95735297278e-10
471,"1,1,1-trifluoropropane",3,12.7679192029,196.386291147,3.36609687252e-10
472,"1,1,1-trifluoropropane",4,10.6243543175,152.004906149,2.99837862453e-10
473,"1,1,1-trifluoropropane",5,9.3916641991,124.396699679,2.73391443122e-10
474,"1,1,1-trifluoropropane",6,8.58023508758,105.390213042,2.52912301363e-10
475,"1,1,1-triiodo-2-methylpropane",1,50.2976686118,1096.95906532,6.64890083643e-10
476,"1,1,1-triiodo-2-methylpropane",2,15.4567050148,578.453897169,4.94988405131e-10
477,"1,1,1-triiodo-2-methylpropane",3,11.1908310981,395.233520246,4.22116190168e-10
478,"1,1,1-triiodo-2-methylpropane",4,9.55066324268,306.051991543,3.75970410975e-10
479,"1,1,1-triiodo-2-methylpropane",5,8.57617949368,250.305970732,3.4254248608e-10
480,"1,1,1-triiodo-2-methylpropane",6,7.92673303165,212.119662898,3.16838275506e-10
481,"1,1,1-triiodobutane",1,57.6358464585,1115.41005538,6.72240719997e-10
482,"1,1,1-triiodobutane",2,17.1430985974,607.034325421,4.99640891651e-10
483,"1,1,1-triiodobutane",3,11.9017848101,411.881457278,4.2570503588e-10
484,"1,1,1-triiodobutane",4,10.042887356,319.017122992,3.79213620132e-10
485,"1,1,1-triiodobutane",5,8.95125384957,260.968734351,3.45634043498e-10
486,"1,1,1-triiodobutane",6,8.22824254095,221.113818305,3.19707607853e-10
487,"1,1,1-triiodoethane",1,38.9227369599,995.814642179,6.14480365129e-10
488,"1,1,1-triiodoethane",2,12.8624853673,494.479355931,4.59476572079e-10
489,"1,1,1-triiodoethane",3,9.93781957147,341.198542315,3.92456697125e-10
490,"1,1,1-triiodoethane",4,8.6533285015,263.579877454,3.49317222943e-10
491,"1,1,1-triiodoethane",5,7.88647903156,215.575755555,3.17957076952e-10
492,"1,1,1-triiodoethane",6,7.36824093375,182.854201956,2.94162102823e-10
493,"1,1,1-triiodoheptane",1,132.742141735,1310.21301834,7.4060588579e-10
494,"1,1,1-triiodoheptane",2,30.2533915762,796.119137285,5.50811691747e-10
495,"1,1,1-triiodoheptane",3,16.3500469166,538.926263507,4.6444042539e-10
496,"1,1,1-triiodoheptane",4,12.8003799763,413.108083272,4.1328822461e-10
497,"1,1,1-triiodoheptane",5,11.0207067035,338.782545842,3.77183051355e-10
498,"1,1,1-triiodoheptane",6,9.86228731228,287.024443312,3.4915494248e-10
499,"1,1,1-triiodohexane",1,94.4469297719,1241.19056908,7.19689423235e-10
500,"1,1,1-triiodohexane",2,24.7729443011,734.404965884,5.34861281947e-10
501,"1,1,1-triiodohexane",3,14.5833453863,493.092341503,4.52804163405e-10
502,"1,1,1-triiodohexane",4,11.7737101835,380.125573006,4.03138714425e-10
503,"1,1,1-triiodohexane",5,10.2550846448,311.409118895,3.67786713777e-10
504,"1,1,1-triiodohexane",6,9.26373788075,263.832623112,3.40349652888e-10
505,"1,1,1-triiodononane",1,519.562091761,1472.16497738,7.79799516601e-10
506,"1,1,1-triiodononane",2,43.8559949713,911.566662882,5.7868805937e-10
507,"1,1,1-triiodononane",3,21.0436556399,636.672614509,4.85519842159e-10
508,"1,1,1-triiodononane",4,15.1859647982,483.01115698,4.30975555415e-10
509,"1,1,1-triiodononane",5,12.7702521895,396.682948086,3.93548084984e-10
510,"1,1,1-triiodononane",6,11.2023521812,335.903048295,3.64494756617e-10
511,"1,1,1-triiodooctane",1,214.185259775,1385.43843818,7.60437795885e-10
512,"1,1,1-triiodooctane",2,36.6040381226,855.15622952,5.6541076981e-10
513,"1,1,1-triiodooctane",3,18.4727201851,587.194601265,4.75179707596e-10
514,"1,1,1-triiodooctane",4,13.9257536586,447.206429693,4.22536800267e-10
515,"1,1,1-triiodooctane",5,11.8556236269,367.162040901,3.85747000786e-10
516,"1,1,1-triiodooctane",6,10.5066637711,311.024355711,3.57187569199e-10
517,"1,1,1-triiodopentane",1,72.5841532038,1177.54611658,6.97515345284e-10
518,"1,1,1-triiodopentane",2,20.4820087953,671.60971396,5.18000942497e-10
519,"1,1,1-triiodopentane",3,13.1482114699,451.414432116,4.40185944577e-10
520,"1,1,1-triiodopentane",4,10.8730356925,349.193564717,3.92073121784e-10
521,"1,1,1-triiodopentane",5,9.5792158599,285.829384238,3.5754145677e-10
522,"1,1,1-triiodopentane",6,8.72945343464,242.155684961,3.30779890278e-10
523,"1,1,1-triiodopropane",1,46.9957395483,1055.21273101,6.45071077469e-10
524,"1,1,1-triiodopropane",2,14.698944122,547.581728162,4.80707724395e-10
525,"1,1,1-triiodopropane",3,10.8468832313,375.335772717,4.10115880199e-10
526,"1,1,1-triiodopropane",4,9.30798233109,290.52935459,3.65238122184e-10
527,"1,1,1-triiodopropane",5,8.39043459337,237.597047356,3.32689700893e-10
528,"1,1,1-triiodopropane",6,7.77683770901,201.381166905,3.07730050082e-10
529,"1,1,2,2,3,3-hexafluoropropane",1,94.4469297719,576.984914076,5.97230449362e-10
530,"1,1,2,2,3,3-hexafluoropropane",2,24.7729443011,341.398490041,4.4385179697e-10
531,"1,1,2,2,3,3-hexafluoropropane",3,14.5833453863,229.220918513,3.75757132525e-10
532,"1,1,2,2,3,3-hexafluoropropane",4,11.7737101835,176.706725416,3.34542523203e-10
533,"1,1,2,2,3,3-hexafluoropropane",5,10.2550846448,144.762914079,3.05205853035e-10
534,"1,1,2,2,3,3-hexafluoropropane",6,9.26373788075,122.646310058,2.82437353631e-10
535,"1,1,2,2,3-pentafluoropropane",1,79.438131878,605.132547811,5.50552003117e-10
536,"1,1,2,2,3-pentafluoropropane",2,21.9183965305,350.238667881,4.08936968687e-10
537,"1,1,2,2,3-pentafluoropropane",3,13.6419259461,235.036768601,3.4704960493e-10
538,"1,1,2,2,3-pentafluoropropane",4,11.1896778543,181.634058442,3.09078703816e-10
539,"1,1,2,2,3-pentafluoropropane",5,9.81739424192,148.71678672,2.8190233981e-10
540,"1,1,2,2,3-pentafluoropropane",6,8.91835681104,125.993677703,2.60825644424e-10
541,"1,1,2,2-tetrabromoethane",1,33.5068091485,943.755621796,6.09086986722e-10
542,"1,1,2,2-tetrabromoethane",2,11.6444508941,453.122389669,4.57158661405e-10
543,"1,1,2,2-tetrabromoethane",3,9.27010113157,313.468947248,3.90707945989e-10
544,"1,1,2,2-tetrabromoethane",4,8.16123867807,241.587063708,3.47521101597e-10
545,"1,1,2,2-tetrabromoethane",5,7.50472961835,197.659962125,3.16105641901e-10
546,"1,1,2,2-tetrabromoethane",6,7.05690068848,167.836205533,2.92557629095e-10
547,"1,1,2,2-tetrachloro-1,2-difluoroethane",1,60.5228364521,714.728879729,5.90897255446e-10
548,"1,1,2,2-tetrachloro-1,2-difluoroethane",2,17.8026645018,393.212250628,4.39006688187e-10
549,"1,1,2,2-tetrachloro-1,2-difluoroethane",3,12.1625234309,266.148567562,3.73889311778e-10
550,"1,1,2,2-tetrachloro-1,2-difluoroethane",4,10.2200894212,206.121026291,3.33059567533e-10
551,"1,1,2,2-tetrachloro-1,2-difluoroethane",5,9.0857617389,168.633902701,3.03604977075e-10
552,"1,1,2,2-tetrachloro-1,2-difluoroethane",6,8.33598187429,142.874916007,2.80838829559e-10
553,"1,1,2,2-tetrachloro-1-fluoroethane",1,63.6313875847,782.168469853,6.01136433662e-10
554,"1,1,2,2-tetrachloro-1-fluoroethane",2,18.5070908447,434.936640206,4.46492169017e-10
555,"1,1,2,2-tetrachloro-1-fluoroethane",3,12.4320628768,293.704230771,3.80069492122e-10
556,"1,1,2,2-tetrachloro-1-fluoroethane",4,10.4013334259,227.416136571,3.38561759607e-10
557,"1,1,2,2-tetrachloro-1-fluoroethane",5,9.22306790515,186.07954021,3.08657550276e-10
558,"1,1,2,2-tetrachloro-1-fluoroethane",6,8.44574955183,157.651574949,2.8552238984e-10
559,"1,1,2,2-tetrachloroethane",1,51.9445719134,814.138615649,5.68358840595e-10
560,"1,1,2,2-tetrachloroethane",2,15.8354022527,432.580780424,4.22939752829e-10
561,"1,1,2,2-tetrachloroethane",3,11.3566607645,295.08870807,3.6060255013e-10
562,"1,1,2,2-tetrachloroethane",4,9.6666285376,228.532175145,3.21195243433e-10
563,"1,1,2,2-tetrachloroethane",5,8.66474236711,186.9137489,2.9266671541e-10
564,"1,1,2,2-tetrachloroethane",6,7.99806795594,158.389229858,2.70705204074e-10
565,"1,1,2,2-tetrachloropropane",1,60.8232643543,849.705934566,6.13708846383e-10
566,"1,1,2,2-tetrachloropropane",2,17.8710409858,467.974372404,4.55939391171e-10
567,"1,1,2,2-tetrachloropropane",3,12.1890724626,316.675871085,3.88292349997e-10
568,"1,1,2,2-tetrachloropropane",4,10.2380297186,245.248533157,3.45889714942e-10
569,"1,1,2,2-tetrachloropropane",5,9.09936488833,200.647704781,3.15304325809e-10
570,"1,1,2,2-tetrachloropropane",6,8.34686637011,169.998051853,2.91661804262e-10
571,"1,1,2,2-tetrafluoroethane",1,56.8090443244,502.691064659,4.87825657011e-10
572,"1,1,2,2-tetrafluoroethane",2,16.9535399978,272.684637519,3.6262648706e-10
573,"1,1,2,2-tetrafluoroethane",3,11.825201264,185.157704664,3.08998882755e-10
574,"1,1,2,2-tetrafluoroethane",4,9.99049509509,143.412973832,2.75251341989e-10
575,"1,1,2,2-tetrafluoroethane",5,8.91143337813,117.314001151,2.50867984592e-10
576,"1,1,2,2-tetrafluoroethane",6,8.196307368,99.3992745865,2.32048532346e-10
577,"1,1,2,2-tetrafluoropropane",1,59.9285887249,592.142824324,5.28936891577e-10
578,"1,1,2,2-tetrafluoropropane",2,17.6672548382,325.068438061,3.93000926717e-10
579,"1,1,2,2-tetrafluoropropane",3,12.1096887469,220.13124649,3.34737635422e-10
